Alpha,degree,betweenness,closeness
0.0,1.0,0.23809523809523822,1.0
0.13333333333333333,0.9602116402116403,0.15343915343915343,1.0
0.26666666666666666,0.6175661375661374,0.08973544973544977,0.29968253968253966
0.4,0.11322751322751319,0.03957671957671957,0.04169312169312169
0.5333333333333333,0.005291005291005291,0.005291005291005291,0.012486772486772485
0.6666666666666666,0.005291005291005291,0.005291005291005291,0.008465608465608464
0.8,0.005291005291005291,0.005291005291005291,0.008465608465608464
0.9333333333333333,0.005291005291005291,0.005291005291005291,0.005291005291005291
1.0666666666666667,0.005291005291005291,0.005291005291005291,0.005291005291005291
1.2,0.005291005291005291,0.005291005291005291,0.005291005291005291
